JUDUL,KATEGORI,tokens,stopwords,stemmed
ace hasan soal dana parpol dari apbn partai perlu perhatian negara,Politik,"['ace', 'hasan', 'soal', 'dana', 'parpol', 'dari', 'apbn', 'partai', 'perlu', 'perhatian', 'negara']","['ace', 'hasan', 'dana', 'parpol', 'apbn', 'partai', 'perhatian', 'negara']",ace hasan dana parpol apbn partai perhati negara
dikaitkan ke isu judol pdip ultimatum budi arie minta maaf x jam,Politik,"['dikaitkan', 'ke', 'isu', 'judol', 'pdip', 'ultimatum', 'budi', 'arie', 'minta', 'maaf', 'x', 'jam']","['dikaitkan', 'isu', 'judol', 'pdip', 'ultimatum', 'budi', 'arie', 'maaf', 'x', 'jam']",kait isu judol pdip ultimatum budi arie maaf x jam
pd serahkan ke pemerintah soal ide tambahan dana parpol pahami efisiensi,Politik,"['pd', 'serahkan', 'ke', 'pemerintah', 'soal', 'ide', 'tambahan', 'dana', 'parpol', 'pahami', 'efisiensi']","['pd', 'serahkan', 'pemerintah', 'ide', 'tambahan', 'dana', 'parpol', 'pahami', 'efisiensi']",pd serah perintah ide tambah dana parpol paham efisiensi
ketum soksi tolak jika ada munaslub golkar tak boleh terjadi,Politik,"['ketum', 'soksi', 'tolak', 'jika', 'ada', 'munaslub', 'golkar', 'tak', 'boleh', 'terjadi']","['ketum', 'soksi', 'tolak', 'munaslub', 'golkar']",tum soksi tolak munaslub golkar
video prabowo siapapun yang ingin perbaiki bangsa siap terjun ke politik,Politik,"['video', 'prabowo', 'siapapun', 'yang', 'ingin', 'perbaiki', 'bangsa', 'siap', 'terjun', 'ke', 'politik']","['video', 'prabowo', 'perbaiki', 'bangsa', 'terjun', 'politik']",video prabowo baik bangsa terjun politik
sinyal pertemuan lagi usai prabowo disebut kangen nasgor megawati,Politik,"['sinyal', 'pertemuan', 'lagi', 'usai', 'prabowo', 'disebut', 'kangen', 'nasgor', 'megawati']","['sinyal', 'pertemuan', 'prabowo', 'kangen', 'nasgor', 'megawati']",sinyal temu prabowo kangen nasgor megawati
sampai nanti hasan nasbi,Politik,"['sampai', 'nanti', 'hasan', 'nasbi']","['hasan', 'nasbi']",hasan nasbi
video surya paloh singgung ada pihak mabuk kekuasaan harusnya tahu diri,Politik,"['video', 'surya', 'paloh', 'singgung', 'ada', 'pihak', 'mabuk', 'kekuasaan', 'harusnya', 'tahu', 'diri']","['video', 'surya', 'paloh', 'singgung', 'mabuk', 'kekuasaan']",video surya paloh singgung mabuk kuasa
apa itu trias politica ini penemu prinsip dan pengaruhnya di indonesia,Politik,"['apa', 'itu', 'trias', 'politica', 'ini', 'penemu', 'prinsip', 'dan', 'pengaruhnya', 'di', 'indonesia']","['trias', 'politica', 'penemu', 'prinsip', 'pengaruhnya', 'indonesia']",trias politica temu prinsip pengaruh indonesia
ramai militer masuk kampus pakar ugm sorot kebebasan berpendapat dan respons dpr,Politik,"['ramai', 'militer', 'masuk', 'kampus', 'pakar', 'ugm', 'sorot', 'kebebasan', 'berpendapat', 'dan', 'respons', 'dpr']","['ramai', 'militer', 'masuk', 'kampus', 'pakar', 'ugm', 'sorot', 'kebebasan', 'berpendapat', 'respons', 'dpr']",ramai militer masuk kampus pakar ugm sorot bebas dapat respons dpr
sering kritik penguasa fedi nuril ungkap alasannya,Politik,"['sering', 'kritik', 'penguasa', 'fedi', 'nuril', 'ungkap', 'alasannya']","['kritik', 'penguasa', 'fedi', 'nuril', 'alasannya']",kritik kuasa fedi nuril alas
arahan terbaru prabowo agar menterimenterinya rapatkan barisan,Politik,"['arahan', 'terbaru', 'prabowo', 'agar', 'menterimenterinya', 'rapatkan', 'barisan']","['arahan', 'terbaru', 'prabowo', 'menterimenterinya', 'rapatkan', 'barisan']",arah baru prabowo menterimenterinya rapat baris
nyatakan dukung prabowo capres  pan siap bicara pos wapres,Politik,"['nyatakan', 'dukung', 'prabowo', 'capres', 'pan', 'siap', 'bicara', 'pos', 'wapres']","['nyatakan', 'dukung', 'prabowo', 'capres', 'pan', 'bicara', 'pos', 'wapres']",nyata dukung prabowo capres pan bicara pos wapres
pdip dinilai berat untuk koalisi dengan prabowo,Politik,"['pdip', 'dinilai', 'berat', 'untuk', 'koalisi', 'dengan', 'prabowo']","['pdip', 'dinilai', 'berat', 'koalisi', 'prabowo']",pdip nilai berat koalisi prabowo
pkb sebut sikap pdip bijaksana dukung pemerintah tanpa masuk koalisi,Politik,"['pkb', 'sebut', 'sikap', 'pdip', 'bijaksana', 'dukung', 'pemerintah', 'tanpa', 'masuk', 'koalisi']","['pkb', 'sikap', 'pdip', 'bijaksana', 'dukung', 'pemerintah', 'masuk', 'koalisi']",pkb sikap pdip bijaksana dukung perintah masuk koalisi
analisis pakar di balik pertemuan prabowo dan megawati di teuku umar,Politik,"['analisis', 'pakar', 'di', 'balik', 'pertemuan', 'prabowo', 'dan', 'megawati', 'di', 'teuku', 'umar']","['analisis', 'pakar', 'pertemuan', 'prabowo', 'megawati', 'teuku', 'umar']",analisis pakar temu prabowo megawati teuku umar
pengakuan prabowo soal komunikasi pemerintah masih kurang,Politik,"['pengakuan', 'prabowo', 'soal', 'komunikasi', 'pemerintah', 'masih', 'kurang']","['pengakuan', 'prabowo', 'komunikasi', 'pemerintah']",aku prabowo komunikasi perintah
di balik layar blakblakan prabowo bersama  jurnalis,Politik,"['di', 'balik', 'layar', 'blakblakan', 'prabowo', 'bersama', 'jurnalis']","['layar', 'blakblakan', 'prabowo', 'jurnalis']",layar blakblakan prabowo jurnalis
video pandangan surya paloh soal parpol banyak menuntut tapi minim kontribusi,Politik,"['video', 'pandangan', 'surya', 'paloh', 'soal', 'parpol', 'banyak', 'menuntut', 'tapi', 'minim', 'kontribusi']","['video', 'pandangan', 'surya', 'paloh', 'parpol', 'menuntut', 'minim', 'kontribusi']",video pandang surya paloh parpol tuntut minim kontribusi
kesepakatan pertemuan prabowo dan megawati secepatnya,Politik,"['kesepakatan', 'pertemuan', 'prabowo', 'dan', 'megawati', 'secepatnya']","['kesepakatan', 'pertemuan', 'prabowo', 'megawati', 'secepatnya']",sepakat temu prabowo megawati cepat
kekompakan puan dan didit unggah momen silaturahmi di rumah mega,Politik,"['kekompakan', 'puan', 'dan', 'didit', 'unggah', 'momen', 'silaturahmi', 'di', 'rumah', 'mega']","['kekompakan', 'puan', 'didit', 'unggah', 'momen', 'silaturahmi', 'rumah', 'mega']",kompak puan didit unggah momen silaturahmi rumah mega
tandatanda terbaru rencana pertemuan prabowo dan megawati,Politik,"['tandatanda', 'terbaru', 'rencana', 'pertemuan', 'prabowo', 'dan', 'megawati']","['tandatanda', 'terbaru', 'rencana', 'pertemuan', 'prabowo', 'megawati']",tandatanda baru rencana temu prabowo megawati
kabar terbaru rencana pertemuan prabowo dan megawati,Politik,"['kabar', 'terbaru', 'rencana', 'pertemuan', 'prabowo', 'dan', 'megawati']","['kabar', 'terbaru', 'rencana', 'pertemuan', 'prabowo', 'megawati']",kabar baru rencana temu prabowo megawati
jalan putar balik reformasi tni,Politik,"['jalan', 'putar', 'balik', 'reformasi', 'tni']","['jalan', 'putar', 'reformasi', 'tni']",jalan putar reformasi tni
 anggota dprd medan yang berkelahi di kamar mandi berdamai,Politik,"['anggota', 'dprd', 'medan', 'yang', 'berkelahi', 'di', 'kamar', 'mandi', 'berdamai']","['anggota', 'dprd', 'medan', 'berkelahi', 'kamar', 'mandi', 'berdamai']",anggota dprd medan kelah kamar mandi damai
david roni didesak dipaw buntut berkelahi sesama dewan di dprd medan,Politik,"['david', 'roni', 'didesak', 'dipaw', 'buntut', 'berkelahi', 'sesama', 'dewan', 'di', 'dprd', 'medan']","['david', 'roni', 'didesak', 'dipaw', 'buntut', 'berkelahi', 'dewan', 'dprd', 'medan']",david roni desak dipaw buntut kelah dewan dprd medan
puan minta panas pdip versus jokowi disudahi,Politik,"['puan', 'minta', 'panas', 'pdip', 'versus', 'jokowi', 'disudahi']","['puan', 'panas', 'pdip', 'versus', 'jokowi', 'disudahi']",puan panas pdip versus jokowi sudah
penegasan puan minta panas pdip versus jokowi disudahi,Politik,"['penegasan', 'puan', 'minta', 'panas', 'pdip', 'versus', 'jokowi', 'disudahi']","['penegasan', 'puan', 'panas', 'pdip', 'versus', 'jokowi', 'disudahi']",tegas puan panas pdip versus jokowi sudah
menerka sosok yang coba membenturkan sby dengan prabowo,Politik,"['menerka', 'sosok', 'yang', 'coba', 'membenturkan', 'sby', 'dengan', 'prabowo']","['menerka', 'sosok', 'coba', 'membenturkan', 'sby', 'prabowo']",terka sosok coba bentur sby prabowo
cemas usai anggaran lpsk dipangkas,Politik,"['cemas', 'usai', 'anggaran', 'lpsk', 'dipangkas']","['cemas', 'anggaran', 'lpsk', 'dipangkas']",cemas anggar lpsk pangkas
pemangkasan anggaran keamanan saksi  korban jadi taruhan,Politik,"['pemangkasan', 'anggaran', 'keamanan', 'saksi', 'korban', 'jadi', 'taruhan']","['pemangkasan', 'anggaran', 'keamanan', 'saksi', 'korban', 'taruhan']",mangkas anggar aman saksi korban taruh
 hal diketahui terkait pertemuan jokowi dan adik prabowo di solo,Politik,"['hal', 'diketahui', 'terkait', 'pertemuan', 'jokowi', 'dan', 'adik', 'prabowo', 'di', 'solo']","['terkait', 'pertemuan', 'jokowi', 'adik', 'prabowo', 'solo']",kait temu jokowi adik prabowo solo
rencana athalla naufal terjun ke politik nggak mau setengahsetengah,Politik,"['rencana', 'athalla', 'naufal', 'terjun', 'ke', 'politik', 'nggak', 'mau', 'setengahsetengah']","['rencana', 'athalla', 'naufal', 'terjun', 'politik', 'nggak', 'setengahsetengah']",rencana athalla naufal terjun politik nggak setengahsetengah
doli kurnia luncurkan forum diskusi politics  colleagues breakfast,Politik,"['doli', 'kurnia', 'luncurkan', 'forum', 'diskusi', 'politics', 'colleagues', 'breakfast']","['doli', 'kurnia', 'luncurkan', 'forum', 'diskusi', 'politics', 'colleagues', 'breakfast']",dol kurnia luncur forum diskusi politics colleagues breakfast
ahy politik sejati adalah keteguhan menjaga idealisme dan seni perjuangan,Politik,"['ahy', 'politik', 'sejati', 'adalah', 'keteguhan', 'menjaga', 'idealisme', 'dan', 'seni', 'perjuangan']","['ahy', 'politik', 'sejati', 'keteguhan', 'menjaga', 'idealisme', 'seni', 'perjuangan']",ahy politik sejati teguh jaga idealisme seni juang
pdip ada yang tak ingin prabowomega baikbaik saja presiden sudah tahu,Politik,"['pdip', 'ada', 'yang', 'tak', 'ingin', 'prabowomega', 'baikbaik', 'saja', 'presiden', 'sudah', 'tahu']","['pdip', 'prabowomega', 'baikbaik', 'presiden']",pdip prabowomega baikbaik presiden
bp taskin  tumpang tindih lembaga pengentasan kemiskinan,Politik,"['bp', 'taskin', 'tumpang', 'tindih', 'lembaga', 'pengentasan', 'kemiskinan']","['bp', 'taskin', 'tumpang', 'tindih', 'lembaga', 'pengentasan', 'kemiskinan']",bp taskin tumpang tindih lembaga entas miskin
lembaga kuyang era prabowo,Politik,"['lembaga', 'kuyang', 'era', 'prabowo']","['lembaga', 'kuyang', 'era', 'prabowo']",lembaga kuyang era prabowo
sby tni aktif harus mundur jika masuk pemerintahan atau politik,Politik,"['sby', 'tni', 'aktif', 'harus', 'mundur', 'jika', 'masuk', 'pemerintahan', 'atau', 'politik']","['sby', 'tni', 'aktif', 'mundur', 'masuk', 'pemerintahan', 'politik']",sby tni aktif mundur masuk perintah politik
kebahagiaan asila maisa usai pelantikan ramzi sebagai wakil bupati cianjur,Politik,"['kebahagiaan', 'asila', 'maisa', 'usai', 'pelantikan', 'ramzi', 'sebagai', 'wakil', 'bupati', 'cianjur']","['kebahagiaan', 'asila', 'maisa', 'pelantikan', 'ramzi', 'wakil', 'bupati', 'cianjur']",bahagia asila maisa lantik ramzi wakil bupati cianjur
sekjen pdip hasto ditahan kpk tangannya diborgol,Politik,"['sekjen', 'pdip', 'hasto', 'ditahan', 'kpk', 'tangannya', 'diborgol']","['sekjen', 'pdip', 'hasto', 'ditahan', 'kpk', 'tangannya', 'diborgol']",sekjen pdip hasto tahan kpk tangan borgol
kesejahteraan dan integrasi politik,Politik,"['kesejahteraan', 'dan', 'integrasi', 'politik']","['kesejahteraan', 'integrasi', 'politik']",sejahtera integrasi politik
tekateki sosok si ndablek,Politik,"['tekateki', 'sosok', 'si', 'ndablek']","['tekateki', 'sosok', 'si', 'ndablek']",tekateki sosok si ndablek
bedabeda komentar soal koalisi permanen prabowo,Politik,"['bedabeda', 'komentar', 'soal', 'koalisi', 'permanen', 'prabowo']","['bedabeda', 'komentar', 'koalisi', 'permanen', 'prabowo']",bedabeda komentar koalisi permanen prabowo
kelakar shanty soal penampilan denny cagur jadi anggota dpr kayak kondangan,Politik,"['kelakar', 'shanty', 'soal', 'penampilan', 'denny', 'cagur', 'jadi', 'anggota', 'dpr', 'kayak', 'kondangan']","['kelakar', 'shanty', 'penampilan', 'denny', 'cagur', 'anggota', 'dpr', 'kayak', 'kondangan']",kelakar shanty tampil denny cagur anggota dpr kayak kondangan
nasdem luncurkan program remaja bernegara harap anak muda melek politik,Politik,"['nasdem', 'luncurkan', 'program', 'remaja', 'bernegara', 'harap', 'anak', 'muda', 'melek', 'politik']","['nasdem', 'luncurkan', 'program', 'remaja', 'bernegara', 'harap', 'anak', 'muda', 'melek', 'politik']",nasdem luncur program remaja negara harap anak muda melek politik
janggal kekayaan waket dprd langkat ikut disorot kpk,Politik,"['janggal', 'kekayaan', 'waket', 'dprd', 'langkat', 'ikut', 'disorot', 'kpk']","['janggal', 'kekayaan', 'waket', 'dprd', 'langkat', 'disorot', 'kpk']",janggal kaya waket dprd langkat sorot kpk
jawaban prabowo saat diminta gerindra maju capres lagi di ,Politik,"['jawaban', 'prabowo', 'saat', 'diminta', 'gerindra', 'maju', 'capres', 'lagi', 'di']","['prabowo', 'gerindra', 'maju', 'capres']",prabowo gerindra maju capres
menerka sosok yang ingin pisahkan prabowo dengan jokowi,Politik,"['menerka', 'sosok', 'yang', 'ingin', 'pisahkan', 'prabowo', 'dengan', 'jokowi']","['menerka', 'sosok', 'pisahkan', 'prabowo', 'jokowi']",terka sosok pisah prabowo jokowi
kata prabowo ada yang ingin pisahkan dirinya dengan jokowi,Politik,"['kata', 'prabowo', 'ada', 'yang', 'ingin', 'pisahkan', 'dirinya', 'dengan', 'jokowi']","['prabowo', 'pisahkan', 'jokowi']",prabowo pisah jokowi
sebut ada yang mau pisahkan dirinya dengan jokowi prabowo singgung pecah belah,Politik,"['sebut', 'ada', 'yang', 'mau', 'pisahkan', 'dirinya', 'dengan', 'jokowi', 'prabowo', 'singgung', 'pecah', 'belah']","['pisahkan', 'jokowi', 'prabowo', 'singgung', 'pecah', 'belah']",pisah jokowi prabowo singgung pecah belah
bobbysurya kunjungi kantor gubsu insyaallah tempat kami berkantor nantinya,Politik,"['bobbysurya', 'kunjungi', 'kantor', 'gubsu', 'insyaallah', 'tempat', 'kami', 'berkantor', 'nantinya']","['bobbysurya', 'kunjungi', 'kantor', 'gubsu', 'insyaallah', 'berkantor']",bobbysurya kunjung kantor gubsu insyaallah kantor
isu reshuffle mencuat usai prabowo sentil anak buah ndablek,Politik,"['isu', 'reshuffle', 'mencuat', 'usai', 'prabowo', 'sentil', 'anak', 'buah', 'ndablek']","['isu', 'reshuffle', 'mencuat', 'prabowo', 'sentil', 'anak', 'buah', 'ndablek']",isu reshuffle cuat prabowo sentil anak buah ndablek
sesat pikir hak kelola pertambangan untuk kampus,Politik,"['sesat', 'pikir', 'hak', 'kelola', 'pertambangan', 'untuk', 'kampus']","['sesat', 'pikir', 'hak', 'kelola', 'pertambangan', 'kampus']",sesat pikir hak kelola tambang kampus
kebut aturan tambang masuk kampus,Politik,"['kebut', 'aturan', 'tambang', 'masuk', 'kampus']","['kebut', 'aturan', 'tambang', 'masuk', 'kampus']",kebut atur tambang masuk kampus
survei indikator  responden puas  hari kinerja prabowo,Politik,"['survei', 'indikator', 'responden', 'puas', 'hari', 'kinerja', 'prabowo']","['survei', 'indikator', 'responden', 'puas', 'kinerja', 'prabowo']",survei indikator responden puas kerja prabowo
cinta kuya lebih minat jadi perawat ketimbang politisi,Politik,"['cinta', 'kuya', 'lebih', 'minat', 'jadi', 'perawat', 'ketimbang', 'politisi']","['cinta', 'kuya', 'minat', 'perawat', 'ketimbang', 'politisi']",cinta kuya minat awat ketimbang politis
ancangancang kepala daerah tak sengketa di mk dilantik  februari,Politik,"['ancangancang', 'kepala', 'daerah', 'tak', 'sengketa', 'di', 'mk', 'dilantik', 'februari']","['ancangancang', 'kepala', 'daerah', 'sengketa', 'mk', 'dilantik', 'februari']",ancangancang kepala daerah sengketa mk lantik februari
bila prabowomegawati berkongsi,Politik,"['bila', 'prabowomegawati', 'berkongsi']","['prabowomegawati', 'berkongsi']",prabowomegawati kongsi
jokowi memudar pdi perjuangan melunak,Politik,"['jokowi', 'memudar', 'pdi', 'perjuangan', 'melunak']","['jokowi', 'memudar', 'pdi', 'perjuangan', 'melunak']",jokowi pudar pdi juang lunak
verrell bramasta minta jangan salah paham soal ajak fuji ke dpr,Politik,"['verrell', 'bramasta', 'minta', 'jangan', 'salah', 'paham', 'soal', 'ajak', 'fuji', 'ke', 'dpr']","['verrell', 'bramasta', 'salah', 'paham', 'ajak', 'fuji', 'dpr']",verrell bramasta salah paham ajak fuji dpr
kursinya disiapkan jokowi tegaskan tak ada undangan hut mkgr,Politik,"['kursinya', 'disiapkan', 'jokowi', 'tegaskan', 'tak', 'ada', 'undangan', 'hut', 'mkgr']","['kursinya', 'disiapkan', 'jokowi', 'tegaskan', 'undangan', 'hut', 'mkgr']",kursi siap jokowi tegas undang hut mkgr
muzani sebut pdip tak ke manamana dan dukung prabowo senior pdip tak meleset,Politik,"['muzani', 'sebut', 'pdip', 'tak', 'ke', 'manamana', 'dan', 'dukung', 'prabowo', 'senior', 'pdip', 'tak', 'meleset']","['muzani', 'pdip', 'manamana', 'dukung', 'prabowo', 'senior', 'pdip', 'meleset']",muzani pdip manamana dukung prabowo senior pdip meleset
mengapa begitu sulit menangkap harun masiku,Politik,"['mengapa', 'begitu', 'sulit', 'menangkap', 'harun', 'masiku']","['sulit', 'menangkap', 'harun', 'masiku']",sulit tangkap harun mas
ppi soal anies akan buat ormas cara eksis menuju pilpres ,Politik,"['ppi', 'soal', 'anies', 'akan', 'buat', 'ormas', 'cara', 'eksis', 'menuju', 'pilpres']","['ppi', 'anies', 'ormas', 'eksis', 'pilpres']",ppi anies ormas eks pilpres
peran penting politik untuk kiai dan instrumen penentu kebijakan,Politik,"['peran', 'penting', 'politik', 'untuk', 'kiai', 'dan', 'instrumen', 'penentu', 'kebijakan']","['peran', 'politik', 'kiai', 'instrumen', 'penentu', 'kebijakan']",peran politik kiai instrumen tentu bijak
cerita vicky kapok ajak orang terjun ke politik berawal dari dede sunandar,Politik,"['cerita', 'vicky', 'kapok', 'ajak', 'orang', 'terjun', 'ke', 'politik', 'berawal', 'dari', 'dede', 'sunandar']","['cerita', 'vicky', 'kapok', 'ajak', 'orang', 'terjun', 'politik', 'dede', 'sunandar']",cerita vicky kapok ajak orang terjun politik dede sunandar
dede sunandar tak menyesal dijerumuskan vicky prasetyo untuk nyaleg,Politik,"['dede', 'sunandar', 'tak', 'menyesal', 'dijerumuskan', 'vicky', 'prasetyo', 'untuk', 'nyaleg']","['dede', 'sunandar', 'menyesal', 'dijerumuskan', 'vicky', 'prasetyo', 'nyaleg']",dede sunandar sesal jerumus vicky prasetyo nyaleg
kata ppp jabar soal ambang batas pencalonan presiden dihapus mk,Politik,"['kata', 'ppp', 'jabar', 'soal', 'ambang', 'batas', 'pencalonan', 'presiden', 'dihapus', 'mk']","['ppp', 'jabar', 'ambang', 'batas', 'pencalonan', 'presiden', 'dihapus', 'mk']",ppp jabar ambang batas calon presiden hapus mk
ragam komentar kala ahok dan anies akrab,Politik,"['ragam', 'komentar', 'kala', 'ahok', 'dan', 'anies', 'akrab']","['ragam', 'komentar', 'ahok', 'anies', 'akrab']",ragam komentar ahok anies akrab
presidential threshold hilang pdip akan bikin rekayasa konstitusional koalisi,Politik,"['presidential', 'threshold', 'hilang', 'pdip', 'akan', 'bikin', 'rekayasa', 'konstitusional', 'koalisi']","['presidential', 'threshold', 'hilang', 'pdip', 'bikin', 'rekayasa', 'konstitusional', 'koalisi']",presidential threshold hilang pdip bikin rekayasa konstitusional koalisi
jubir interaksi anies dan ahok terjalin beberapa kali komunikasi hangat,Politik,"['jubir', 'interaksi', 'anies', 'dan', 'ahok', 'terjalin', 'beberapa', 'kali', 'komunikasi', 'hangat']","['jubir', 'interaksi', 'anies', 'ahok', 'terjalin', 'kali', 'komunikasi', 'hangat']",jubir interaksi anies ahok jalin kali komunikasi hangat
kemesraan ahokanies dinilai bikin persaingan di pilgub  terlupakan,Politik,"['kemesraan', 'ahokanies', 'dinilai', 'bikin', 'persaingan', 'di', 'pilgub', 'terlupakan']","['kemesraan', 'ahokanies', 'dinilai', 'bikin', 'persaingan', 'pilgub', 'terlupakan']",mesra ahokanies nilai bikin saing pilgub lupa
